customer_id,date,days_delayed_q20,days_delayed_q50,days_delayed_q80,estimate_amount_percent_q20,estimate_amount_percent_q50,estimate_amount_percent_q80,payment_date,invoice_amount,collected_amount
CUST_A,11/21/2025,-2,0,1,0.039108466,0.870711147,0.92917691,1/20/2026,10360,9020.57
CUST_A,11/22/2025,-2,0,1,0.015172856,0.884815,0.931640299,1/21/2026,32471,28730.83
CUST_A,11/23/2025,-2,0,1,0.032022579,0.88382964,0.931676383,1/22/2026,41897,37029.81
CUST_A,11/24/2025,-2,0,1,0.035521093,0.890090082,0.935983198,1/23/2026,11506,10241.38
CUST_A,11/25/2025,-2,0,1,0.016603546,0.882414501,0.930583553,1/24/2026,4101,3618.78
CUST_A,11/26/2025,-2,0,1,0.029103543,0.898179233,0.931659668,1/25/2026,10692,9603.33
CUST_A,11/27/2025,-2,0,1,0.042192323,0.907291371,0.928231452,1/26/2026,385,349.31
CUST_A,11/28/2025,-2,0,1,0.062423836,0.912981337,0.930323197,1/27/2026,2921,2666.82
CUST_A,11/29/2025,-2,0,1,0.081282768,0.918792706,0.92899765,1/28/2026,37503,34457.48
CUST_A,11/30/2025,-2,0,1,0.083626523,0.917054044,0.9346686,1/29/2026,5207,4775.1
CUST_A,12/1/2025,-2,0,1,0.080593898,0.911127543,0.935968481,1/30/2026,31188,28416.25
CUST_A,12/2/2025,-2,0,1,0.07920397,0.890418257,0.933630769,1/31/2026,27871,24816.85
CUST_A,12/3/2025,-2,0,1,0.072417228,0.897948918,0.934227998,2/1/2026,33173,29787.66
CUST_A,12/4/2025,-2,0,1,0.046578615,0.901858246,0.931432363,2/2/2026,25143,22675.42
CUST_A,12/5/2025,-2,0,1,0.060402339,0.91348111,0.929054773,2/3/2026,38832,35472.3
CUST_A,12/6/2025,-2,0,1,0.061851843,0.912953673,0.932601813,2/4/2026,18677,17051.24
CUST_A,12/7/2025,-2,0,1,0.074503056,0.910954984,0.937432298,2/5/2026,8553,7791.4
CUST_A,12/8/2025,-2,0,1,0.022450671,0.902003014,0.933624017,2/6/2026,8417,7592.16
CUST_A,12/9/2025,-2,0,1,0.027212122,0.890517686,0.931469029,2/7/2026,18990,16910.93
CUST_A,12/10/2025,-2,0,1,0.030809812,0.887033914,0.935239152,2/8/2026,35521,31508.33
CUST_A,12/11/2025,-2,0,1,0.021581404,0.879576231,0.929469178,2/9/2026,4896,4306.41
CUST_A,12/12/2025,-2,0,1,-0.010687302,0.87563135,0.931120574,2/10/2026,16978,14866.47
CUST_A,12/13/2025,-2,0,1,0.007832985,0.884959061,0.930461947,2/11/2026,18440,16318.65
CUST_A,12/14/2025,-2,0,1,0.054838833,0.894298454,0.93137481,2/12/2026,28910,25854.17
CUST_A,12/15/2025,-2,0,1,0.058480624,0.897410633,0.930489106,2/13/2026,19512,17510.28
CUST_A,12/16/2025,-2,0,1,0.068411658,0.908912929,0.933180482,2/14/2026,10520,9561.76
CUST_A,12/17/2025,-2,0,1,0.070293116,0.902561529,0.93457567,2/15/2026,37440,33791.9
CUST_A,12/18/2025,-2,0,1,0.067490198,0.886079024,0.930758084,2/16/2026,13171,11670.55
CUST_A,12/19/2025,-2,0,1,0.026790031,0.888308482,0.933705796,2/17/2026,4447,3950.31
CUST_A,12/20/2025,-2,0,1,0.027750028,0.899473323,0.932510173,2/18/2026,37305,33554.85
CUST_B,11/1/2025,-1,1,2,0.136628046,0.904540061,0.931481102,1/1/2026,40158,36324.52
CUST_B,11/2/2025,-1,1,2,0.115428884,0.905619414,0.931823417,1/2/2026,7863,7120.89
CUST_B,11/3/2025,-1,1,2,0.076043715,0.908440535,0.931659857,1/3/2026,6656,6046.58
CUST_B,11/4/2025,-1,1,2,0.072933843,0.906948563,0.932050825,1/4/2026,35985,32636.54
CUST_B,11/5/2025,-1,1,2,0.081197019,0.90120202,0.935237285,1/5/2026,8854,7979.24
CUST_B,11/6/2025,-1,1,2,0.082326939,0.908534871,0.933062353,1/6/2026,8747,7946.95
CUST_B,11/7/2025,-1,1,2,0.096744809,0.916850381,0.929169219,1/7/2026,9231,8463.45
CUST_B,11/8/2025,-1,1,2,0.09657008,0.931473247,0.933587522,1/8/2026,33289,31007.81
CUST_B,11/9/2025,0,1,2,0.107648852,0.924279384,0.931245692,1/9/2026,490,452.9
CUST_B,11/10/2025,-1,1,2,0.078390651,0.918455763,0.935473334,1/10/2026,30004,27557.35
CUST_B,11/11/2025,-1,1,2,0.079809349,0.918143813,0.931316118,1/11/2026,17895,16430.18
CUST_B,11/12/2025,-1,1,2,0.086033119,0.92377648,0.929577395,1/12/2026,37233,34394.97
CUST_B,11/13/2025,-1,1,2,0.083641556,0.922788296,0.92917273,1/13/2026,17088,15768.61
CUST_B,11/14/2025,-1,1,2,0.100731714,0.914461739,0.939049265,1/14/2026,27412,25067.23
CUST_B,11/15/2025,-1,1,2,0.100554481,0.918044862,0.937946518,1/15/2026,2582,2370.39
CUST_B,11/16/2025,-1,1,2,0.106603375,0.910627986,0.931246624,1/16/2026,26011,23686.34
CUST_B,11/17/2025,-1,1,2,0.120142149,0.901670656,0.933518224,1/17/2026,15854,14295.09
CUST_B,11/18/2025,-1,1,2,0.151012825,0.913128712,0.934200448,1/18/2026,24678,22534.19
CUST_B,11/19/2025,-1,1,2,0.126638642,0.91611732,0.934387819,1/19/2026,1505,1378.76
CUST_B,11/20/2025,-1,1,2,0.133111913,0.922733703,0.931883288,1/20/2026,10265,9471.86
CUST_B,11/21/2025,-1,1,2,0.127237061,0.922781079,0.934309488,1/21/2026,22033,20331.64
CUST_B,11/22/2025,-1,1,2,0.123486008,0.920069392,0.935324036,1/22/2026,26222,24126.06
CUST_B,11/23/2025,-1,1,2,0.103411857,0.920647412,0.931456947,1/23/2026,23209,21367.31
CUST_B,11/24/2025,-1,1,2,0.08545753,0.924565976,0.937812439,1/24/2026,30525,28222.38
CUST_B,11/25/2025,-1,1,2,0.092385666,0.911663227,0.936172913,1/25/2026,41753,38064.67
CUST_B,11/26/2025,-1,1,2,0.091279359,0.917424989,0.936996579,1/26/2026,38586,35399.76
CUST_B,11/27/2025,-1,1,2,0.086351746,0.917553667,0.932641143,1/27/2026,16889,15496.56
CUST_B,11/28/2025,-1,1,2,0.100562287,0.923244487,0.931568344,1/28/2026,17500,16156.78
CUST_B,11/29/2025,-1,1,2,0.11665346,0.927254933,0.931226937,1/29/2026,31259,28985.06
CUST_B,11/30/2025,-1,1,2,0.132685179,0.918579138,0.94020469,1/30/2026,7150,6567.84
CUST_B,12/1/2025,-1,1,3,0.12875925,0.916916463,0.940217897,1/31/2026,19352,17744.17
CUST_B,12/2/2025,-1,1,2,0.113410786,0.906913975,0.933411541,2/1/2026,15134,13725.24
CUST_B,12/3/2025,-1,1,2,0.098785196,0.894305943,0.934071255,2/2/2026,23511,21026.03
CUST_B,12/4/2025,-1,1,2,0.095495047,0.902073382,0.935192044,2/3/2026,39408,35548.91
CUST_B,12/5/2025,-1,1,2,0.072402341,0.905989664,0.936318209,2/4/2026,5087,4608.77
CUST_B,12/6/2025,-1,1,2,0.105588434,0.914439033,0.932945998,2/5/2026,37674,34450.58
CUST_B,12/7/2025,-1,1,2,0.131900053,0.918577911,0.934605678,2/6/2026,3469,3186.55
CUST_B,12/8/2025,-1,1,2,0.144568422,0.918482839,0.933844902,2/7/2026,25115,23067.7
CUST_B,12/9/2025,-1,1,2,0.11905607,0.917477815,0.929565784,2/8/2026,4439,4072.68
CUST_B,12/10/2025,-1,1,3,0.105298332,0.919639467,0.937458882,2/9/2026,4636,4263.45
CUST_B,12/11/2025,-1,1,2,0.132714931,0.918888805,0.936664918,2/10/2026,9382,8621.01
CUST_B,12/12/2025,-1,1,3,0.138477699,0.919996756,0.937682362,2/11/2026,2992,2752.63
CUST_B,12/13/2025,-1,1,2,0.107614682,0.913718711,0.936669385,2/12/2026,30543,27907.71
CUST_B,12/14/2025,-1,1,2,0.097352752,0.91863901,0.932566739,2/13/2026,25381,23315.98
CUST_B,12/15/2025,-1,1,2,0.091272977,0.915128694,0.931790867,2/14/2026,4237,3877.4
CUST_B,12/16/2025,-1,1,2,0.139309957,0.911989954,0.940743409,2/15/2026,33469,30523.39
CUST_B,12/17/2025,-1,1,2,0.144651736,0.912064235,0.940240677,2/16/2026,7931,7233.58
CUST_B,12/18/2025,-1,1,3,0.13331443,0.906419933,0.933905584,2/17/2026,4659,4223.01
CUST_B,12/19/2025,-1,1,2,0.094898445,0.902906991,0.933890757,2/18/2026,25963,23442.17
CUST_B,12/20/2025,-1,1,2,0.097028921,0.910026351,0.934502407,2/19/2026,30431,27693.01
CUST_C,11/1/2025,2,17,26,0.161782334,0.896270009,0.922262343,1/17/2026,2595,2325.82
CUST_C,11/2/2025,0,13,25,0.097386073,0.883153599,0.921950641,1/14/2026,34517,30483.81
CUST_C,11/3/2025,0,11,24,0.072300997,0.876526929,0.92464127,1/13/2026,41885,36713.33
CUST_C,11/4/2025,0,13,25,0.080932222,0.887883326,0.923140028,1/16/2026,8166,7250.46
CUST_C,11/5/2025,1,14,26,0.0887935,0.885067966,0.926060261,1/18/2026,34650,30667.61
CUST_C,11/6/2025,0,11,24,0.043018928,0.879603647,0.926283956,1/16/2026,34112,30005.04
CUST_C,11/7/2025,0,13,25,0.069356797,0.889051968,0.923769189,1/19/2026,18822,16733.74
CUST_C,11/8/2025,3,18,27,0.070396851,0.899457002,0.929062465,1/25/2026,14912,13412.7
CUST_C,11/9/2025,1,16,26,0.072539098,0.890922762,0.922849123,1/24/2026,23191,20661.39
CUST_C,11/10/2025,1,17,26,0.072564257,0.899560683,0.927282975,1/26/2026,25089,22569.08
CUST_C,11/11/2025,2,17,26,0.070167323,0.903329358,0.922154401,1/27/2026,15828,14297.9
CUST_C,11/12/2025,2,16,26,0.067683346,0.900425028,0.92365095,1/27/2026,18796,16924.39
CUST_C,11/13/2025,2,18,26,0.065638338,0.899789298,0.920979597,1/30/2026,29391,26445.71
CUST_C,11/14/2025,1,16,26,0.064585805,0.891582003,0.924636527,1/29/2026,18488,16483.57
CUST_C,11/15/2025,1,16,26,0.073332022,0.891803643,0.926170612,1/30/2026,36381,32444.71
CUST_C,11/16/2025,1,16,26,0.068676023,0.870206534,0.921514258,1/31/2026,39718,34562.86
CUST_C,11/17/2025,0,13,25,0.065645135,0.859599971,0.927878226,1/29/2026,3952,3397.14
CUST_C,11/18/2025,0,13,25,0.061856372,0.876056435,0.924801508,1/30/2026,30965,27127.09
CUST_C,11/19/2025,0,13,26,0.07752303,0.885796649,0.927084972,1/31/2026,30873,27347.2
CUST_C,11/20/2025,0,13,25,0.078118333,0.882727666,0.926274978,2/1/2026,18249,16108.9
CUST_C,11/21/2025,0,13,25,0.096500018,0.889316901,0.926401079,2/2/2026,30924,27501.24
CUST_C,11/22/2025,1,15,26,0.072666112,0.893567713,0.927244728,2/5/2026,38629,34517.63
CUST_C,11/23/2025,0,14,25,0.06489629,0.884641297,0.92732013,2/5/2026,28364,25091.97
CUST_C,11/24/2025,1,15,26,0.066034902,0.884423284,0.932899086,2/7/2026,6534,5778.82
CUST_C,11/25/2025,1,15,26,0.079567176,0.891477206,0.923463879,2/8/2026,12540,11179.12
CUST_C,11/26/2025,0,14,25,0.052056861,0.883851999,0.929165081,2/8/2026,23874,21101.08
CUST_C,11/27/2025,1,15,26,0.053925855,0.884453262,0.924031612,2/10/2026,5845,5169.63
CUST_C,11/28/2025,1,15,26,0.072681938,0.879913625,0.925648987,2/11/2026,14823,13042.96
CUST_C,11/29/2025,0,13,25,0.065326991,0.8732989,0.924060652,2/10/2026,34387,30030.13
CUST_C,11/30/2025,0,13,25,0.050348512,0.86358907,0.924755653,2/11/2026,8168,7053.8
CUST_C,12/1/2025,0,14,25,0.082009204,0.867599119,0.923441788,2/13/2026,37908,32888.95
CUST_C,12/2/2025,1,15,26,0.069097087,0.843972827,0.922362752,2/15/2026,25355,21398.93
CUST_C,12/3/2025,1,16,26,0.062877709,0.860327436,0.930308233,2/17/2026,10369,8920.74
CUST_C,12/4/2025,1,16,26,0.055048083,0.877569799,0.927262,2/18/2026,4959,4351.87
CUST_C,12/5/2025,1,15,26,0.066905739,0.863388937,0.928649441,2/18/2026,38923,33605.69
CUST_C,12/6/2025,3,18,27,0.09253306,0.883684152,0.926582571,2/22/2026,37600,33226.52
CUST_C,12/7/2025,1,15,26,0.087542178,0.877231442,0.923481252,2/20/2026,24126,21164.09
CUST_C,12/8/2025,0,15,26,0.036720521,0.869638978,0.926447821,2/21/2026,38665,33624.59
CUST_C,12/9/2025,1,16,26,0.073097117,0.876690313,0.92774756,2/23/2026,30674,26891.6
CUST_C,12/10/2025,1,13,26,0.050221954,0.844564655,0.930200088,2/21/2026,38751,32727.72
CUST_C,12/11/2025,1,14,26,0.040636399,0.852473564,0.931567848,2/23/2026,34981,29820.38
CUST_C,12/12/2025,0,11,25,0.037496504,0.861954221,0.928626463,2/21/2026,6554,5649.25
CUST_C,12/13/2025,0,9,23,0.042447669,0.869793713,0.928797861,2/20/2026,14349,12480.67
CUST_C,12/14/2025,0,11,24,0.064805239,0.865829291,0.929299805,2/23/2026,7749,6709.31
CUST_C,12/15/2025,0,12,25,0.073118219,0.873342118,0.925984149,2/25/2026,26549,23186.36
CUST_C,12/16/2025,0,13,25,0.080674846,0.875630222,0.926676741,2/27/2026,14271,12496.12
CUST_C,12/17/2025,1,15,26,0.117871606,0.889128029,0.927057961,3/2/2026,16478,14651.05
CUST_C,12/18/2025,3,17,27,0.118242352,0.87134124,0.924335579,3/5/2026,3017,2628.84
CUST_C,12/19/2025,2,17,26,0.094263018,0.87039812,0.926865005,3/6/2026,38081,33145.63
CUST_C,12/20/2025,2,16,26,0.072295722,0.878965077,0.924506748,3/6/2026,4666,4101.25
CUST_D,11/1/2025,19,62,62,0.26438536,0.929320757,0.931570434,3/3/2026,1217,1130.98
CUST_D,11/2/2025,15,61,62,0.211534232,0.918177741,0.930432394,3/3/2026,21796,20012.6
CUST_D,11/3/2025,13,61,62,0.189030326,0.920178808,0.930551577,3/4/2026,25304,23284.2
CUST_D,11/4/2025,12,61,62,0.164530164,0.919904106,0.929251722,3/5/2026,16954,15596.05
CUST_D,11/5/2025,14,62,62,0.201663639,0.924473525,0.931639947,3/7/2026,40572,37507.74
CUST_D,11/6/2025,13,62,62,0.181892676,0.924265775,0.931364695,3/8/2026,38062,35179.4
CUST_D,11/7/2025,13,61,62,0.188628518,0.916215213,0.93087815,3/8/2026,1332,1220.4
CUST_D,11/8/2025,12,61,62,0.181652012,0.918352578,0.933298499,3/9/2026,5955,5468.79
CUST_D,11/9/2025,12,62,62,0.166009905,0.921195631,0.932368233,3/11/2026,39942,36794.4
CUST_D,11/10/2025,11,61,62,0.15516809,0.91789593,0.933331987,3/11/2026,8232,7556.12
CUST_D,11/11/2025,11,62,62,0.136717112,0.918889223,0.934461457,3/13/2026,29516,27121.93
CUST_D,11/12/2025,12,61,62,0.167188136,0.91713442,0.931655291,3/13/2026,7711,7072.02
CUST_D,11/13/2025,12,62,62,0.167774881,0.921197378,0.932376012,3/15/2026,27697,25514.4
CUST_D,11/14/2025,12,62,62,0.1720476,0.923979727,0.934806391,3/16/2026,13627,12591.07
CUST_D,11/15/2025,13,62,62,0.184529487,0.921012488,0.93382308,3/17/2026,31067,28613.09
CUST_D,11/16/2025,13,62,62,0.179503565,0.922088627,0.932587281,3/18/2026,35728,32944.38
CUST_D,11/17/2025,17,62,62,0.24009053,0.927767241,0.933574182,3/19/2026,22168,20566.74
CUST_D,11/18/2025,16,61,62,0.208260934,0.91963515,0.931386167,3/19/2026,36423,33495.87
CUST_D,11/19/2025,16,62,62,0.216537558,0.924755384,0.931453262,3/21/2026,33187,30689.86
CUST_D,11/20/2025,15,62,62,0.201744164,0.923779709,0.930427224,3/22/2026,3919,3620.29
CUST_D,11/21/2025,15,62,62,0.218045641,0.925889905,0.932681066,3/23/2026,17345,16059.56
CUST_D,11/22/2025,13,62,62,0.193361499,0.923806519,0.931546042,3/24/2026,4750,4388.08
CUST_D,11/23/2025,15,61,62,0.21331065,0.918531675,0.931505613,3/24/2026,23923,21974.03
CUST_D,11/24/2025,15,61,62,0.215068397,0.91926379,0.934038585,3/25/2026,26571,24425.76
CUST_D,11/25/2025,14,62,62,0.192933217,0.922219706,0.933587156,3/27/2026,28665,26435.43
CUST_D,11/26/2025,12,61,62,0.163684036,0.918337952,0.934441135,3/27/2026,19702,18093.09
CUST_D,11/27/2025,10,61,62,0.13778571,0.917570673,0.935369438,3/28/2026,28775,26403.1
CUST_D,11/28/2025,11,61,62,0.159221114,0.918022701,0.931876805,3/29/2026,1976,1814.01
CUST_D,11/29/2025,12,62,62,0.162393924,0.922124221,0.932292352,3/31/2026,31153,28726.94
CUST_D,11/30/2025,12,62,62,0.171424805,0.921947686,0.9353765,4/1/2026,40918,37724.26
CUST_D,12/1/2025,14,62,62,0.196157923,0.921400676,0.935065007,4/2/2026,33306,30688.17
CUST_D,12/2/2025,13,62,62,0.184783555,0.920367839,0.93372927,4/3/2026,33695,31011.79
CUST_D,12/3/2025,13,62,62,0.188337156,0.923105354,0.932266021,4/4/2026,37545,34657.99
CUST_D,12/4/2025,11,61,62,0.152856918,0.91513905,0.931139304,4/4/2026,14642,13399.47
CUST_D,12/5/2025,9,61,62,0.135376684,0.915787529,0.931912878,4/5/2026,19776,18110.61
CUST_D,12/6/2025,10,61,62,0.133940747,0.91812034,0.929605393,4/6/2026,36151,33190.97
CUST_D,12/7/2025,12,62,62,0.161084184,0.921329439,0.932155313,4/8/2026,39644,36525.18
CUST_D,12/8/2025,12,62,62,0.150053983,0.922006379,0.930914678,4/9/2026,33944,31296.58
CUST_D,12/9/2025,13,61,62,0.172440886,0.917076804,0.931082477,4/9/2026,11258,10324.45
CUST_D,12/10/2025,12,61,62,0.166051843,0.918698899,0.933694873,4/10/2026,38585,35448
CUST_D,12/11/2025,12,62,62,0.160325091,0.921307872,0.932168645,4/12/2026,7347,6768.85
CUST_D,12/12/2025,10,61,62,0.139801881,0.915968901,0.932619907,4/12/2026,38460,35228.16
CUST_D,12/13/2025,10,61,62,0.138961786,0.917460587,0.933699684,4/13/2026,35257,32346.91
CUST_D,12/14/2025,13,61,62,0.176707476,0.916168775,0.930818762,4/14/2026,34307,31431
CUST_D,12/15/2025,14,62,62,0.201317318,0.92097778,0.932433126,4/16/2026,37706,34726.39
CUST_D,12/16/2025,14,62,62,0.19961118,0.923822221,0.934711815,4/17/2026,16054,14831.04
CUST_D,12/17/2025,15,61,62,0.209797311,0.920340264,0.933999376,4/17/2026,29847,27469.4
CUST_D,12/18/2025,14,61,62,0.205713791,0.920855844,0.932591709,4/18/2026,14800,13628.67
CUST_D,12/19/2025,15,62,62,0.230741143,0.92795036,0.934365518,4/20/2026,33066,30683.61
CUST_D,12/20/2025,14,61,62,0.206811976,0.921054713,0.932526074,4/20/2026,4147,3819.61
CUST_E,11/1/2025,0,8,23,0.16043729,0.904542263,0.929428714,1/8/2026,14948,13521.1
CUST_E,11/2/2025,0,7,22,0.096542345,0.900725313,0.930491867,1/8/2026,19993,18008.2
CUST_E,11/3/2025,0,8,23,0.086334763,0.910749911,0.92938462,1/10/2026,32818,29888.99
CUST_E,11/4/2025,0,7,22,0.098249192,0.917577599,0.927466798,1/10/2026,32888,30177.29
CUST_E,11/5/2025,0,7,22,0.098779073,0.915133409,0.931975425,1/11/2026,32521,29761.05
CUST_E,11/6/2025,0,7,23,0.068062955,0.90247967,0.931457608,1/12/2026,37342,33700.4
CUST_E,11/7/2025,0,8,22,0.100751783,0.92007164,0.927944807,1/14/2026,14294,13151.5
CUST_E,11/8/2025,0,8,22,0.073342825,0.918112615,0.93408999,1/15/2026,16149,14826.6
CUST_E,11/9/2025,0,8,23,0.099318626,0.918671012,0.929122695,1/16/2026,2620,2406.92
CUST_E,11/10/2025,0,8,22,0.083438238,0.915108084,0.93201107,1/17/2026,20218,18501.66
CUST_E,11/11/2025,0,8,22,0.086229325,0.918088661,0.926405938,1/18/2026,5586,5128.44
CUST_E,11/12/2025,0,7,22,0.077166605,0.919708316,0.926382059,1/18/2026,30855,28377.6
CUST_E,11/13/2025,0,7,22,0.075801396,0.915587241,0.928528554,1/19/2026,34801,31863.35
CUST_E,11/14/2025,0,7,22,0.091483571,0.903696766,0.936943243,1/20/2026,1254,1133.24
CUST_E,11/15/2025,0,7,22,0.119196479,0.915995358,0.936577651,1/21/2026,31906,29225.75
CUST_E,11/16/2025,0,8,22,0.109910619,0.908488157,0.928606947,1/23/2026,14605,13268.47
CUST_E,11/17/2025,0,9,23,0.140292975,0.903758883,0.930864364,1/25/2026,11409,10310.99
CUST_E,11/18/2025,0,7,22,0.108413102,0.906502735,0.9314011,1/24/2026,15845,14363.54
CUST_E,11/19/2025,0,7,22,0.094305217,0.912757169,0.930726522,1/25/2026,30100,27473.99
CUST_E,11/20/2025,0,7,22,0.079696964,0.914866649,0.929965151,1/26/2026,9291,8500.03
CUST_E,11/21/2025,0,7,21,0.088437389,0.913691528,0.933093839,1/27/2026,40518,37020.95
CUST_E,11/22/2025,0,8,23,0.089498547,0.910810956,0.932763368,1/29/2026,14431,13143.91
CUST_E,11/23/2025,0,7,22,0.101412477,0.920229124,0.92848451,1/29/2026,20851,19187.7
CUST_E,11/24/2025,0,7,22,0.077890362,0.922862727,0.935256063,1/30/2026,28764,26545.22
CUST_E,11/25/2025,0,8,23,0.1040901,0.925229571,0.930343731,2/1/2026,23692,21920.54
CUST_E,11/26/2025,0,8,23,0.075858328,0.920496856,0.933158722,2/2/2026,376,346.11
CUST_E,11/27/2025,0,8,22,0.075385976,0.919456237,0.928241554,2/3/2026,13204,12140.5
CUST_E,11/28/2025,0,8,22,0.101934183,0.924144358,0.927926611,2/4/2026,20344,18800.79
CUST_E,11/29/2025,0,7,22,0.100934093,0.925107881,0.928486703,2/4/2026,3867,3577.39
CUST_E,11/30/2025,0,8,22,0.119451773,0.913656781,0.938217097,2/6/2026,130,118.78
CUST_E,12/1/2025,0,8,23,0.149956068,0.917336462,0.937440347,2/7/2026,842,772.4
CUST_E,12/2/2025,0,8,22,0.125163764,0.911500988,0.930488353,2/8/2026,20862,19015.73
CUST_E,12/3/2025,0,7,23,0.139963849,0.899975857,0.929751309,2/8/2026,39641,35675.94
CUST_E,12/4/2025,0,6,22,0.134409542,0.905658982,0.929782841,2/8/2026,34367,31124.78
CUST_E,12/5/2025,0,7,23,0.110954379,0.912570422,0.929689069,2/10/2026,13657,12462.97
CUST_E,12/6/2025,0,7,22,0.075701342,0.907803085,0.93057011,2/11/2026,37849,34359.44
CUST_E,12/7/2025,0,6,21,0.092484458,0.912771028,0.93291806,2/11/2026,3465,3162.75
CUST_E,12/8/2025,0,6,20,0.069882867,0.9046649,0.931694108,2/12/2026,5785,5233.49
CUST_E,12/9/2025,0,7,22,0.097672698,0.915902034,0.928857007,2/14/2026,22883,20958.59
CUST_E,12/10/2025,0,8,23,0.079448898,0.919314133,0.935427231,2/16/2026,20099,18477.29
CUST_E,12/11/2025,0,8,22,0.107544823,0.921451306,0.930851826,2/17/2026,33776,31122.94
CUST_E,12/12/2025,0,8,22,0.095025336,0.91966472,0.932490102,2/18/2026,23513,21624.08
CUST_E,12/13/2025,0,9,22,0.097062953,0.919507635,0.928253743,2/20/2026,9958,9156.46
CUST_E,12/14/2025,0,7,21,0.089434287,0.920110475,0.927807489,2/19/2026,39588,36425.33
CUST_E,12/15/2025,0,9,22,0.0949697,0.9220951,0.928154387,2/22/2026,4341,4002.81
CUST_E,12/16/2025,0,9,22,0.096371102,0.909325927,0.938659164,2/23/2026,224,203.69
CUST_E,12/17/2025,0,8,22,0.107767563,0.91634744,0.93805403,2/23/2026,8458,7750.47
CUST_E,12/18/2025,0,9,23,0.098499401,0.904613752,0.931507909,2/25/2026,32035,28979.3
CUST_E,12/19/2025,0,8,23,0.10310706,0.894699577,0.930867979,2/25/2026,3643,3259.39
CUST_E,12/20/2025,0,7,22,0.108297893,0.904286321,0.930622057,2/25/2026,20652,18675.32
