customer_id,invoice_date,invoice_id,invoice_amount,payment_term_days,payment_date,days_delayed,collected_amount,outstanding_amount,credit_note,region,segment,amount_percent
CUST_A,2025-05-22,INV-6145,22756.3,60.0,2025-07-18,-3,21261.68,1494.62,0.0,North,Mid-Market,0.9343206057223714
CUST_A,2025-05-23,INV-6591,12869.83,30.0,2025-06-22,0,10630.78,2170.22,68.83,West,SME,0.8260233429656803
CUST_A,2025-05-24,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,SME,0.0
CUST_A,2025-05-25,INV-6633,14411.73,60.0,2025-07-22,-2,12564.63,1357.21,489.89,West,Mid-Market,0.8718335689053291
CUST_A,2025-05-26,INV-6732,17686.08,60.0,2025-07-22,-3,17114.31,467.99,103.78,East,SME,0.9676711854746783
CUST_A,2025-05-27,INV-6600,17111.28,45.0,2025-07-09,-2,15331.26,1491.28,288.74,East,SME,0.895973883894133
CUST_A,2025-05-28,INV-6274,8295.06,60.0,2025-07-25,-2,8241.34,0.0,83.9,West,SME,0.9935238563675248
CUST_A,2025-05-29,INV-6429,6202.28,30.0,2025-06-27,-1,5664.24,538.04,0.0,East,SME,0.9132512559897328
CUST_A,2025-05-30,INV-6202,15595.13,45.0,2025-07-13,-1,14171.52,1423.61,0.0,South,Mid-Market,0.9087144512421507
CUST_A,2025-05-31,INV-6891,12663.64,45.0,2025-07-13,-2,11413.33,1250.31,0.0,West,Enterprise,0.9012677239719386
CUST_A,2025-06-01,INV-6368,14197.89,60.0,2025-08-01,1,12361.56,1836.33,0.0,South,Mid-Market,0.8706617673471199
CUST_A,2025-06-02,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,Mid-Market,0.0
CUST_A,2025-06-03,INV-6418,23283.21,30.0,2025-07-01,-2,22528.8,400.4,354.01,South,Enterprise,0.967598539892051
CUST_A,2025-06-04,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,Enterprise,0.0
CUST_A,2025-06-05,INV-6372,10918.35,60.0,2025-08-01,-3,10217.62,562.9,137.83,West,Mid-Market,0.9358208886873933
CUST_A,2025-06-06,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_A,2025-06-07,INV-6756,19474.36,30.0,2025-07-04,-3,16634.12,2840.24,0.0,East,Mid-Market,0.8541548990570165
CUST_A,2025-06-08,INV-6000,7105.59,45.0,2025-07-25,2,5747.17,968.66,389.76,South,Enterprise,0.8088237570701378
CUST_A,2025-06-09,INV-6091,11718.78,60.0,2025-08-08,0,11628.57,90.21,0.0,North,Enterprise,0.9923020997066246
CUST_A,2025-06-10,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-06-11,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-06-12,INV-6485,23972.68,30.0,2025-07-13,1,19214.6,4758.08,0.0,South,SME,0.8015207310989009
CUST_A,2025-06-13,INV-6557,20958.46,30.0,2025-07-12,-1,18547.98,2092.05,318.43,North,Enterprise,0.8849877328773202
CUST_A,2025-06-14,INV-6619,10399.46,60.0,2025-08-11,-2,8738.59,1429.43,231.44,East,Mid-Market,0.8402926690424312
CUST_A,2025-06-15,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,Mid-Market,0.0
CUST_A,2025-06-16,INV-6183,12954.52,30.0,2025-07-15,-1,10685.01,2269.51,0.0,North,Enterprise,0.8248094101518234
CUST_A,2025-06-17,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-06-18,INV-6434,18125.1,45.0,2025-08-03,1,14972.34,3017.9,134.86,North,SME,0.8260555803830049
CUST_A,2025-06-19,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_A,2025-06-20,INV-6310,21852.54,60.0,2025-08-16,-3,18947.42,2905.12,0.0,North,Enterprise,0.8670580170543103
CUST_A,2025-06-21,INV-6063,21174.5,45.0,2025-08-05,0,17301.13,3873.37,0.0,West,Mid-Market,0.8170738388155565
CUST_A,2025-06-22,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_A,2025-06-23,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_A,2025-06-24,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_A,2025-06-25,INV-6685,22890.39,45.0,2025-08-08,-1,19099.83,3790.56,0.0,North,Mid-Market,0.8344038699209582
CUST_A,2025-06-26,INV-6470,11324.57,60.0,2025-08-26,1,9322.15,2002.42,0.0,North,Enterprise,0.8231791582373547
CUST_A,2025-06-27,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-06-28,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-06-29,INV-6003,9789.94,30.0,2025-07-28,-1,8978.68,430.06,381.2,South,Mid-Market,0.9171333021448548
CUST_A,2025-06-30,INV-6923,22754.76,45.0,2025-08-12,-2,18259.68,4495.08,0.0,North,Enterprise,0.802455398343028
CUST_A,2025-07-01,INV-6920,12753.1,60.0,2025-08-30,0,11251.14,1006.9,495.06,North,SME,0.8822278504834118
CUST_A,2025-07-02,INV-6810,5714.98,60.0,2025-08-30,-1,4840.66,874.32,0.0,West,Enterprise,0.8470125879705617
CUST_A,2025-07-03,INV-6256,19413.46,60.0,2025-09-03,2,18189.59,908.9,314.97,East,Enterprise,0.9369576572130883
CUST_A,2025-07-04,INV-6194,7209.31,45.0,2025-08-16,-2,6725.8,26.12,457.39,West,Enterprise,0.9329325552653444
CUST_A,2025-07-05,INV-6008,24774.38,30.0,2025-08-06,2,23970.22,803.97,0.19,East,Enterprise,0.9675406609570048
CUST_A,2025-07-06,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,Enterprise,0.0
CUST_A,2025-07-07,INV-6706,18014.11,30.0,2025-08-06,0,14671.89,3342.22,0.0,South,Enterprise,0.814466548722085
CUST_A,2025-07-08,INV-6757,20332.2,45.0,2025-08-19,-3,19218.24,1113.96,0.0,West,Mid-Market,0.9452120282114086
CUST_A,2025-07-09,INV-6212,21627.47,60.0,2025-09-04,-3,18507.62,3119.85,0.0,West,Mid-Market,0.8557459564156139
CUST_A,2025-07-10,INV-6365,23593.72,45.0,2025-08-23,-1,21181.74,2411.98,0.0,East,Enterprise,0.8977702541184689
CUST_A,2025-07-11,INV-6329,21806.87,45.0,2025-08-23,-2,18330.07,3246.2,230.6,South,SME,0.8405640057468129
CUST_A,2025-07-12,INV-6374,20762.69,30.0,2025-08-11,0,17747.32,2523.22,492.15,South,SME,0.8547697817575661
CUST_A,2025-07-13,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-07-14,INV-6552,16195.03,45.0,2025-08-28,0,15721.95,413.86,59.22,North,Enterprise,0.970788569085701
CUST_A,2025-07-15,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-07-16,INV-6802,18263.27,45.0,2025-09-01,2,15638.72,2624.55,0.0,East,Mid-Market,0.8562935334143338
CUST_A,2025-07-17,INV-6244,15344.13,60.0,2025-09-12,-3,15025.87,236.73,81.53,North,SME,0.9792585177523914
CUST_A,2025-07-18,INV-6017,15947.78,45.0,2025-08-30,-2,15365.53,582.25,0.0,East,Mid-Market,0.9634902161931003
CUST_A,2025-07-19,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,Mid-Market,0.0
CUST_A,2025-07-20,INV-6085,13007.17,45.0,2025-09-04,1,10902.82,1777.32,327.03,East,Mid-Market,0.838216153090949
CUST_A,2025-07-21,INV-6907,24341.52,60.0,2025-09-17,-2,20336.75,4004.77,0.0,South,Enterprise,0.8354757632226747
CUST_A,2025-07-22,INV-6537,21723.15,60.0,2025-09-19,-1,20655.66,687.25,380.24,South,Mid-Market,0.9508593366984069
CUST_A,2025-07-23,INV-6169,14456.74,30.0,2025-08-24,2,12690.89,1352.83,413.02,South,Enterprise,0.8778528215904831
CUST_A,2025-07-24,INV-6917,15744.98,30.0,2025-08-21,-2,14426.49,1048.18,270.31,East,Enterprise,0.9162596586340536
CUST_A,2025-07-25,INV-6838,18595.35,60.0,2025-09-25,2,17372.2,1223.15,0.0,East,Enterprise,0.9342228030125812
CUST_A,2025-07-26,INV-6849,19283.83,30.0,2025-08-23,-2,18355.73,670.26,257.84,North,Mid-Market,0.951871593972774
CUST_A,2025-07-27,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Mid-Market,0.0
CUST_A,2025-07-28,INV-6347,9397.92,45.0,2025-09-10,-1,8507.87,841.48,48.57,South,Enterprise,0.9052928733166489
CUST_A,2025-07-29,INV-6761,24655.72,30.0,2025-08-30,2,20569.39,3832.38,253.95,North,Mid-Market,0.8342644222111542
CUST_A,2025-07-30,INV-6951,6935.86,60.0,2025-09-30,2,6664.16,26.58,245.12,North,Mid-Market,0.9608267756269591
CUST_A,2025-07-31,INV-6296,19850.69,30.0,2025-08-27,-3,19264.36,586.33,0.0,West,Enterprise,0.9704629914627654
CUST_A,2025-08-01,INV-6502,9744.75,60.0,2025-09-30,0,9174.13,554.26,16.36,West,Enterprise,0.9414433412863336
CUST_A,2025-08-02,INV-6909,16775.42,60.0,2025-10-03,2,14510.38,2265.04,0.0,South,Mid-Market,0.8649786413693369
CUST_A,2025-08-03,INV-6734,9474.11,30.0,2025-08-31,-2,7724.12,1468.23,281.76,West,SME,0.8152871351504257
CUST_A,2025-08-04,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,SME,0.0
CUST_A,2025-08-05,INV-6888,11963.42,45.0,2025-09-16,-3,10189.72,1773.7,0.0,East,Mid-Market,0.8517397199128677
CUST_A,2025-08-06,INV-6791,14588.8,30.0,2025-09-06,1,14365.4,102.02,121.38,North,Mid-Market,0.9846868830883966
CUST_A,2025-08-07,INV-6030,19972.76,30.0,2025-09-04,-2,17004.93,2967.83,0.0,North,Enterprise,0.8514061151288055
CUST_A,2025-08-08,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-08-09,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-08-10,INV-6684,9310.16,45.0,2025-09-23,-1,8065.97,1244.19,0.0,South,Mid-Market,0.866362124818478
CUST_A,2025-08-11,INV-6232,5175.99,30.0,2025-09-09,-1,4697.68,279.06,199.25,South,Enterprise,0.9075906251750874
CUST_A,2025-08-12,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,Enterprise,0.0
CUST_A,2025-08-13,INV-6490,22997.08,45.0,2025-09-26,-1,22491.85,505.23,0.0,East,SME,0.9780306891135743
CUST_A,2025-08-14,INV-6854,10950.57,30.0,2025-09-12,-1,10346.16,604.41,0.0,South,Enterprise,0.9448056128585087
CUST_A,2025-08-15,INV-6291,18666.5,45.0,2025-09-30,1,17637.35,707.72,321.43,North,Mid-Market,0.9448664720220715
CUST_A,2025-08-16,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Mid-Market,0.0
CUST_A,2025-08-17,INV-6075,5132.29,60.0,2025-10-14,-2,4298.74,833.55,0.0,North,Enterprise,0.8375871199795802
CUST_A,2025-08-18,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-08-19,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_A,2025-08-20,INV-6996,6266.5,30.0,2025-09-17,-2,5040.35,1226.15,0.0,South,SME,0.8043325620362244
CUST_A,2025-08-21,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-08-22,INV-6959,20465.84,30.0,2025-09-22,1,19747.5,452.19,266.15,North,SME,0.9649005366992022
CUST_A,2025-08-23,INV-6377,20577.1,45.0,2025-10-08,1,17641.3,2935.8,0.0,West,Mid-Market,0.8573268341991827
CUST_A,2025-08-24,INV-6349,20132.67,30.0,2025-09-20,-3,17761.35,2371.32,0.0,West,Mid-Market,0.8822153246439742
CUST_A,2025-08-25,INV-6440,7093.15,60.0,2025-10-25,1,6508.1,585.05,0.0,South,Enterprise,0.9175190148241614
CUST_A,2025-08-26,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,Enterprise,0.0
CUST_A,2025-08-27,INV-6100,22202.77,30.0,2025-09-27,1,20438.75,1739.6,24.42,East,SME,0.9205495530512634
CUST_A,2025-08-28,INV-6692,23884.97,30.0,2025-09-26,-1,19874.27,4008.69,2.01,West,Enterprise,0.8320826863085865
CUST_A,2025-08-29,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Enterprise,0.0
CUST_A,2025-08-30,INV-6781,22587.01,45.0,2025-10-16,2,21745.36,841.65,0.0,West,SME,0.9627374318247525
CUST_A,2025-08-31,INV-6562,9785.55,60.0,2025-10-27,-3,8275.78,1440.38,69.39,West,SME,0.8457143441094268
CUST_A,2025-09-01,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,SME,0.0
CUST_A,2025-09-02,INV-6901,13603.88,60.0,2025-10-29,-3,13293.85,310.03,0.0,North,Enterprise,0.9772101782726693
CUST_A,2025-09-03,INV-6693,10887.18,60.0,2025-11-03,1,10574.15,313.03,0.0,South,Mid-Market,0.9712478346091458
CUST_A,2025-09-04,INV-6871,19874.72,60.0,2025-10-31,-3,16046.82,3827.9,0.0,North,SME,0.8073985444826391
CUST_A,2025-09-05,INV-6511,7539.23,45.0,2025-10-21,1,7272.63,266.6,0.0,West,Mid-Market,0.9646382986060912
CUST_A,2025-09-06,INV-6989,5143.68,60.0,2025-11-03,-2,4886.28,0.0,436.35,East,SME,0.9499580067189248
CUST_A,2025-09-07,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-08,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-09,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-10,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-11,INV-6061,7415.23,60.0,2025-11-09,-1,6225.82,1189.41,0.0,North,SME,0.8395990414322955
CUST_A,2025-09-12,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_A,2025-09-13,INV-6203,22650.08,30.0,2025-10-15,2,20714.59,1935.49,0.0,East,SME,0.9145482046862528
CUST_A,2025-09-14,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-15,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-16,INV-6403,20378.1,30.0,2025-10-16,0,17149.83,2735.28,492.99,West,Enterprise,0.8415814035655926
CUST_A,2025-09-17,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Enterprise,0.0
CUST_A,2025-09-18,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Enterprise,0.0
CUST_A,2025-09-19,INV-6623,5584.6,45.0,2025-11-05,2,4677.99,791.2,115.41,East,Enterprise,0.8376589191705761
CUST_A,2025-09-20,INV-6974,24266.84,30.0,2025-10-21,1,22548.16,1718.68,0.0,North,Enterprise,0.929175780612556
CUST_A,2025-09-21,INV-6305,21885.56,45.0,2025-11-05,0,20300.56,1585.0,0.0,South,SME,0.927577818433707
CUST_A,2025-09-22,INV-6548,6840.31,30.0,2025-10-24,2,5568.75,884.9,386.66,South,SME,0.8141078401417479
CUST_A,2025-09-23,INV-6914,20477.92,30.0,2025-10-20,-3,17771.63,2372.02,334.27,East,SME,0.8678435114503819
CUST_A,2025-09-24,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-25,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-09-26,INV-6290,23420.39,45.0,2025-11-11,1,22062.93,890.23,467.23,East,Mid-Market,0.9420393938785819
CUST_A,2025-09-27,INV-6713,20826.67,30.0,2025-10-28,1,17336.8,3489.87,0.0,North,SME,0.8324326452572591
CUST_A,2025-09-28,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_A,2025-09-29,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_A,2025-09-30,INV-6916,15597.38,45.0,2025-11-12,-2,12631.73,2965.65,0.0,East,Enterprise,0.809862297385843
CUST_A,2025-10-01,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,Enterprise,0.0
CUST_A,2025-10-02,INV-6309,6854.0,45.0,2025-11-17,1,6563.73,290.27,0.0,West,SME,0.9576495477093667
CUST_A,2025-10-03,INV-6109,24285.51,45.0,2025-11-15,-2,24222.79,62.72,0.0,East,SME,0.9974173900403986
CUST_A,2025-10-04,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-10-05,INV-6691,15223.98,45.0,2025-11-17,-2,14441.87,782.11,0.0,North,Enterprise,0.948626443282243
CUST_A,2025-10-06,INV-6940,21953.36,30.0,2025-11-03,-2,18484.56,3067.21,401.59,North,Enterprise,0.8419922963956316
CUST_A,2025-10-07,INV-6545,8014.67,30.0,2025-11-04,-2,6651.04,1363.63,0.0,South,Enterprise,0.8298582474387591
CUST_A,2025-10-08,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,Enterprise,0.0
CUST_A,2025-10-09,INV-6967,5766.7,45.0,2025-11-24,1,4832.36,655.77,278.57,South,Enterprise,0.8379766590944561
CUST_A,2025-10-10,INV-6824,11961.15,45.0,2025-11-25,1,9601.44,2302.22,57.49,North,Enterprise,0.8027188021218696
CUST_A,2025-10-11,INV-6389,18180.63,45.0,2025-11-25,0,15342.74,2837.89,0.0,East,SME,0.8439058492472482
CUST_A,2025-10-12,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_A,2025-10-13,INV-6464,19101.39,30.0,2025-11-13,1,16447.47,2653.92,0.0,North,Enterprise,0.8610614201374874
CUST_A,2025-10-14,INV-6834,13381.7,45.0,2025-11-29,1,12775.9,605.8,0.0,South,SME,0.9547292197553374
CUST_A,2025-10-15,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-10-16,INV-6570,24933.97,30.0,2025-11-14,-1,20840.65,3947.89,145.43,West,Enterprise,0.8358336037141297
CUST_A,2025-10-17,INV-6074,17587.23,45.0,2025-12-01,0,15025.36,2561.87,0.0,South,SME,0.8543335135777493
CUST_A,2025-10-18,INV-6898,10182.58,60.0,2025-12-14,-3,9001.18,1181.4,0.0,West,SME,0.8839783237647041
CUST_A,2025-10-19,INV-6405,16243.11,60.0,2025-12-18,0,13429.82,2813.29,0.0,North,SME,0.8268010251731349
CUST_A,2025-10-20,INV-6207,22577.84,30.0,2025-11-19,0,21897.7,680.14,0.0,West,SME,0.969875771995904
CUST_A,2025-10-21,INV-6823,18070.36,60.0,2025-12-22,2,16227.73,1455.54,387.09,South,Mid-Market,0.8980302550696277
CUST_A,2025-10-22,INV-6121,13612.24,60.0,2025-12-20,-1,12443.79,790.72,377.73,South,SME,0.914161813191657
CUST_A,2025-10-23,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-10-24,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-10-25,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,South,SME,0.0
CUST_A,2025-10-26,INV-6445,7152.68,45.0,2025-12-09,-1,6150.58,1002.1,0.0,East,Enterprise,0.8598986673526566
CUST_A,2025-10-27,INV-6926,7436.02,30.0,2025-11-23,-3,6190.77,1245.25,0.0,East,Enterprise,0.8325381050615787
CUST_A,2025-10-28,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,Enterprise,0.0
CUST_A,2025-10-29,INV-6731,12280.82,30.0,2025-11-30,2,11748.15,532.67,0.0,West,Mid-Market,0.9566258604881432
CUST_A,2025-10-30,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_A,2025-10-31,INV-6314,16777.88,30.0,2025-11-30,0,16320.35,427.74,29.79,South,Mid-Market,0.9727301661473321
CUST_B,2025-05-02,INV-6020,8914.1,60.0,2025-07-04,3,7537.2,1376.9,0.0,East,Enterprise,0.8455368461201915
CUST_B,2025-05-03,INV-6428,9451.24,30.0,2025-05-31,-2,8800.15,651.09,0.0,East,SME,0.9311106267537381
CUST_B,2025-05-04,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_B,2025-05-05,INV-6499,17258.46,30.0,2025-06-04,0,17246.21,0.0,198.51,North,SME,0.9992902031815122
CUST_B,2025-05-06,INV-6612,20596.43,30.0,2025-06-03,-2,18706.72,1888.19,1.52,West,SME,0.9082506045950682
CUST_B,2025-05-07,INV-6354,10232.35,30.0,2025-06-07,1,8720.58,1364.95,146.82,South,Enterprise,0.8522558356584753
CUST_B,2025-05-08,INV-6478,23077.35,60.0,2025-07-07,0,18782.99,3960.43,333.93,East,SME,0.8139145092482457
CUST_B,2025-05-09,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,East,SME,0.0
CUST_B,2025-05-10,INV-6146,23954.26,45.0,2025-06-26,2,20051.09,3603.07,300.1,North,Enterprise,0.8370573751808656
CUST_B,2025-05-11,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_B,2025-05-12,INV-6472,19582.24,60.0,2025-07-13,2,17605.92,1976.32,0.0,East,Enterprise,0.8990758973437154
CUST_B,2025-05-13,INV-6193,23684.14,30.0,2025-06-15,3,19179.26,4143.73,361.15,East,Mid-Market,0.8097933891625365
CUST_B,2025-05-14,INV-6800,21648.9,60.0,2025-07-13,0,17665.85,3725.23,257.82,North,Enterprise,0.8160160562430423
CUST_B,2025-05-15,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Enterprise,0.0
CUST_B,2025-05-16,INV-6243,10217.85,60.0,2025-07-14,-1,9095.47,1122.38,0.0,South,Mid-Market,0.8901549738937251
CUST_B,2025-05-17,INV-6820,20134.21,45.0,2025-07-02,1,17942.97,2191.24,0.0,South,Mid-Market,0.8911683150220446
CUST_B,2025-05-18,INV-6637,20812.88,60.0,2025-07-18,1,19707.39,1105.49,0.0,South,Enterprise,0.946884333162926
CUST_B,2025-05-19,INV-6018,10682.97,30.0,2025-06-20,2,10055.13,627.84,0.0,South,SME,0.9412298265370024
CUST_B,2025-05-20,INV-6381,21146.23,45.0,2025-07-06,2,17688.04,3280.79,177.4,South,Mid-Market,0.8364630480232175
CUST_B,2025-05-21,INV-6178,18801.75,30.0,2025-06-20,0,15137.83,3663.92,0.0,South,Enterprise,0.8051287779063119
CUST_B,2025-05-22,INV-6700,16401.38,30.0,2025-06-22,1,13915.79,2148.76,336.83,West,Enterprise,0.8484523863235899
CUST_B,2025-05-23,INV-6369,6678.14,30.0,2025-06-24,2,6568.61,0.0,494.26,North,Mid-Market,0.9835987265915359
CUST_B,2025-05-24,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,Mid-Market,0.0
CUST_B,2025-05-25,INV-6359,20969.87,30.0,2025-06-27,3,17272.54,3300.58,396.75,West,Enterprise,0.8236836947487038
CUST_B,2025-05-26,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Enterprise,0.0
CUST_B,2025-05-27,INV-6241,24530.1,45.0,2025-07-14,3,20219.89,4026.55,283.66,North,SME,0.8242889348188552
CUST_B,2025-05-28,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_B,2025-05-29,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,North,SME,0.0
CUST_B,2025-05-30,INV-6419,21580.07,30.0,2025-06-28,-1,18365.16,3214.91,0.0,North,Enterprise,0.8510241162331725
CUST_B,2025-05-31,INV-6326,6530.08,30.0,2025-06-28,-2,5514.49,1015.59,0.0,East,Mid-Market,0.8444751059711366
CUST_B,2025-06-01,INV-6845,12771.43,30.0,2025-06-29,-2,11823.37,948.06,0.0,West,Mid-Market,0.9257671223974137
CUST_B,2025-06-02,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_B,2025-06-03,NoInvoice,0.0,0.0,,0,0.0,0.0,0.0,West,Mid-Market,0.0
CUST_B,2025-06-04,INV-6157,16808.23,30.0,2025-07-06,2,14788.43,2019.8,0.0,South,Enterprise,0.8798326772063448
CUST_B,2025-06-05,INV-6922,7904.22,30.0,2025-07-05,0,6744.72,1149.88,9.62,West,Enterprise,0.853306208582251
CUST_B,2025-06-06,INV-6760,18527.34,60.0,2025-08-04,-1,15339.75,3178.5,9.09,West,SME,0.8279520967391973
